# RST localization TSV file for a build 1.3.6rc
#
# All files with tsv extension from the following directories are read on game start (relative to game installation):
#   Mods/
#   ../../workshop/content/812040/
#
# There are two ways to tell the game to use a specific language. One is by using cmd line arg
# "--language=German" and another option is to choose from the Language dropdown in the game.
#
# The game ONLY parses lines that:
# 1. start with ':' character. These are processing directives.
# 2. have at least 3 tab separated columns. These are dictionary entries. All strings are in UTF-8 encoding.
#
# Columns:
#  * "context/comment" just gives a hint where this line is in the game, it's not imported.
#  * "key" (case-sensitive) is a phrase matched in the game. If localization context is given (use-in column), both context and key must match.
#  * "translation" is what will be shown in the game.
#  * "max-len" is a hint how many characters approximately can the translation be without truncation or overflow. Not imported.
#  * "use-in" is empty by default, but localization context ids from usable-in column can be copied here to constrain where this line will be used.
#  * "usable-in" is a list of all localization context ids that can be copied into use-in. Not imported.
#
# use-in column format examples:
#  2035575234:Menu panel.prefab - points to one particular part inside menu prefab (that part has localization context id 2035575234)
#  310402963:Menu panel.prefab  - points to a different part inside menu prefab
#  2035575234:Menu panel.prefab; 310402963:Menu panel.prefab - points to both parts in menu panel
#  2035575234; 310402963 - short version of the previous line
#  2035575234:credits button in menu; 310402963:ship label in menu - same as previous line, but it shows that what's after ':' doesn't matter
#  Beam.cs - some parts of the game don't have loc ctx id, this is an example of it, it can't be used in use-in column
#
# A localization context is a non-changing integer assigned to some particular part of the game. The integer may be
# followed by some text, separated by ':', it is there just for commenting purposes and is ignored by the game.
#
# A longer guide how to edit this file and publish it in Steam Workshop is here:
# https://steamcommunity.com/sharedfiles/filedetails/?id=2244605825

# Display name should be the first non-comment, non-empty line. It marks that all the following lines are in that language.
:displayName Deutsch

# Plurals forms are used like described here, except the separator is '|'
# https://developer.mozilla.org/en-US/docs/Mozilla/Localization/Localization_and_Plurals#Developing_with_PluralForm
:mozillaPluralRuleNumber 1

# Columns (only the translation and use-in columns should be edited):
# comment	key	translation	max-len	use-in	usable-in

Beam.cs

DIY incendiary nuke.prefab
displayName	DIY incendiary nuke	Selbstbau-Brandbombe	35		96136397:DIY incendiary nuke.prefab; 507989399:00 DIY Rat fireball nuke launcher.prefab

DIY plastics nuke.prefab
displayName	DIY plastics nuke	Selbstbau-Plastiksprengstoff-Bombe	35		1939717482:DIY plastics nuke.prefab

DIY shieldbreaker nuke.prefab
displayName	DIY shieldbreaker nuke	Selbstbau-Schildbrecher-Bombe	35		282271945:DIY shieldbreaker nuke.prefab; 1073969324:00 DIY shieldbreaker nuke launcher.prefab

DIY thin nuke.prefab
displayName	Nanopellet nuke	Nanopellet-Bombe	35		1311388640:DIY thin nuke.prefab; 1178343825:13 nanopellet nuke launcher.prefab

EMP nuke.prefab
displayName	EMP nuke	EMP-Bombe	35		1044091149:EMP nuke.prefab; 1688482264:sdlc/Tiger EMP nuke.prefab

EMP rat nuke.prefab
displayName	Rat EMP nuke	Ratten-EMP-Bombe	35		1136435682:EMP rat nuke.prefab

EmperorBanks nuke.prefab
displayName	Red nuke	Rote Bombe	35		813970754:EmperorBanks nuke.prefab

Fueltank nuke.prefab
displayName	Fueltank nuke	Treibstofftank-Bombe	35		571363115:Fueltank nuke.prefab; 780823633:04 Fueltank nuke launcher.prefab

Green nuke.prefab
displayName	Green nuke	Grüne Bombe	35		1680810710:Green nuke.prefab

Happy nuke.prefab
displayName	Happy nuke	Fröhliche Bombe	35		1017525781:Happy nuke.prefab

Insectoid Chem nuke.prefab
displayName	Biotech nuke	Biotech-Bombe	35		191202368:Insectoid Chem nuke.prefab; 1555071586:Mini Bio nuke.prefab

insectoid spawner nuke.prefab
displayName	Biotech spawner nuke	Biotech-Spawner-Bombe	35		90340257:insectoid spawner nuke.prefab

Mini Bio nuke.prefab

Monolith nuke.prefab
displayName	Monolith nuke	Monolith-Bombe	35		446029683:Monolith nuke.prefab; 1851270005:Monolith nuke launcher.prefab

Old nuke.prefab
displayName	Ancient nuke	Antike Bombe	35		1806545608:Old nuke.prefab; 415755100:08b Old nuke launcher.prefab

pirate spawner nuke.prefab
displayName	Large intrusion pod	Große Intrusionskapsel	35		1265251056:pirate spawner nuke.prefab

Rat nuke.prefab
displayName	Rat incendiary nuke	Ratten-Brandbombe	35		125690634:Rat nuke.prefab

Scrap nuke 1.prefab
displayName	DIY EMP nuke	Selbstbau-EMP-Bombe	35		806752335:Scrap nuke 1.prefab; 430038657:00 DIY EMP nuke launcher.prefab

Spearhead nuke.prefab
displayName	Spearhead nuke	Speerspitze-Bombe	35		42680294:Spearhead nuke.prefab; 342953834:08d Spearhead nuke launcher.prefab

Spideraa decoy nuke.prefab
displayName	Spideraa nuke	Spinner-Bombe	35		2069043646:Spideraa decoy nuke.prefab

thin missile nuke.prefab
displayName	Speeder nuke	Raser-Bombe	35		1586692770:thin missile nuke.prefab; 686511980:08e thin speeder nuke launcher.prefab

Tiger nuke.prefab
displayName	Tiger nuke	Tiger-Bombe	35		1171882590:Tiger nuke.prefab

White nuke.prefab
displayName	White nuke	Der weiße Tod	35		1567749448:White nuke.prefab

door (small).prefab

Level 1, rats.prefab
displayName	The Closest Star	Der nächste Stern	25		1815720571:Level 1, rats.prefab
description	Captains log:\n\n/.../ A warpdrive malfunction has landed us in the wrong place, light years away from Earth. We are almost out of fuel. Supplies are running out.\nSome crew have been <color=red>injured</color> and some equipment is not working. Personally, I find all of this not too bad because /.../	Logbuch des Kapitäns: \n/.../ Eine Fehlfunktion des Warpantriebs hat uns an der falschen Stelle gelandet, Lichtjahre von der Erde entfernt. Wir haben fast keinen Treibstoff mehr. Die Vorräte gehen zur Neige. \nEinige Besatzungsmitglieder wurden <color=red>verletzt</color> und einige Geräte funktionieren nicht. Ich persönlich finde das alles nicht so schlimm, weil /.../	350		1815720571:Level 1, rats.prefab; 527148320:dlc2/Level 1b, rats and capitaalo.prefab
overrideLockedDescription	This space sector is the closest one we reached, it's unexplored.	Dieser Raumsektor ist der nächste, den wir erreicht haben, er ist unerforscht.	350		1815720571:Level 1, rats.prefab; 527148320:dlc2/Level 1b, rats and capitaalo.prefab

Level 10, greens, planetkiller.prefab
displayName	Warpgate to Earth	Warptor zur Erde	25		1669394571:Level 10, greens, planetkiller.prefab
description	(new runs can be only started from sectors 1,2,3)\n\nThis is the closest long-range warpgate to Earth. An Insectoid Vengeance Mega Battlecruiser Planetkiller Revenge God is approaching, to destroy Earth.\n\nFragment from the captains log:\n/.../ Allright, this has got to be the biggest and last thing in the list of many thing that I was specifically planning not to do. Agreeing to ambush a freaking planet-killer battlecruiser. I humbly expect the entire Earth population to buy me a drink after this and perhaps also /.../	(neue Runs können nur von den Sektoren 1,2,3 aus gestartet werden)\n\nDies ist das nächstgelegene Fern-Warptor zur Erde. Ein Insektoiden Vergeltungs-Mega-Schlachtkreuzer-Planetenzerstörer-Rache-Gott nähert sich, um die Erde zu zerstören.\n\nFragment aus dem Logbuch des Kapitäns: \n/.../ In Ordnung, das muss die größte und letzte Sache auf der Liste der vielen Sachen sein, die ich ausdrücklich nicht vorhatte zu tun. Einverstanden, einen verdammten Planetenzerstörer-Schlachtkreuzer in einen Hinterhalt zu locken. Ich erwarte in aller Bescheidenheit, dass mir die gesamte Erdbevölkerung danach einen Drink spendiert und vielleicht auch /.../	350		1669394571:Level 10, greens, planetkiller.prefab
overrideLockedDescription	This sector is still unexplored.	Dieser Sektor ist noch unerforscht.	350		1669394571:Level 10, greens, planetkiller.prefab; 1815720573:Level 7, shopping.prefab; 1815720574:Level 6, squids, slavers, pirates.prefab; 1815720575:Level 5, slavers.prefab; 1815720576:Level 4, insects.prefab; 1815720579:Level 9, marble, squid, shokar.prefab; 1815720580:Level 8, spideraa darkspace.prefab; 1963731161:dlc2/Level 4b, insects.prefab

Level 2, pirates.prefab
displayName	The Great Inbetween	Das große Zwischending	25		1815720570:Level 2, pirates.prefab
description	Captains log:\n\n/.../ We've survived the Rat Empire, but I feel our troubles are only beginning. \nThe pirate reports coming from this sector mean we need more crew, point-defences, shields and especially <color=green>ship weapon slots</color> to stay alive.\nI shall make it my personal matter to see that we upgrade one of the hybrid point-defence slots into a weapon platform /.../	Logbuch des Kapitäns: \n/.../ Wir haben das Rattenimperium überlebt, aber ich habe das Gefühl, dass unsere Probleme erst anfangen. \nDie Piratenberichte aus diesem Sektor bedeuten, dass wir mehr Besatzung, Punktabwehr, Schilde und vor allem <color=green>Schiffswaffensteckplätze</color> brauchen, um am Leben zu bleiben.\nIch werde es zu meiner persönlichen Angelegenheit machen, dafür zu sorgen, dass wir einen der hybriden Punktabwehr-Steckplatz zu einer Waffenplattform aufrüsten /.../	350		1815720570:Level 2, pirates.prefab
overrideLockedDescription	Reaching this sector unlocks it as an alternative starting position.	Das Erreichen dieses Sektors schaltet ihn als alternative Startposition frei.	350		1815720570:Level 2, pirates.prefab; 1103400833:dlc2/Level 2b, pirates and phobians.prefab; 1815720569:Level 3, collection.prefab

Level 3, collection.prefab
displayName	The Periphery	Die Peripherie	25		1815720569:Level 3, collection.prefab
description	From the captains log:\n/.../ We've discovered this sector is not completely unexplored and contains an Earth Alliance research station. Visting it would be our first connection to the Alliance since five years.\nIn addition, the sector seems to have an abundance of mineral asteroid fields. I am already looking into options for crafting bigger and better <color=orange>containers</color> to take all these riches with us and maybe /.../	Aus dem Logbuch des Kapitäns: \n/.../ Wir haben entdeckt, dass dieser Sektor nicht völlig unerforscht ist und eine Forschungsstation der Erd-Allianz enthält. Ihn zu besuchen wäre unsere erste Verbindung zur Allianz seit fünf Jahren.\nDarüber hinaus scheint der Sektor eine Fülle von mineralischen Asteroidenfeldern zu haben. Ich suche bereits nach Möglichkeiten, größere und bessere <color=orange>Behälter</color> herzustellen, um all diese Reichtümer mitnehmen zu können.	350		1815720569:Level 3, collection.prefab; 180261437:dlc2/Level 3b, collection.prefab

Level 4, insects.prefab
displayName	Unclaimed Sector	Nicht beanspruchter Sektor	25		1815720576:Level 4, insects.prefab
description	(new runs can be started from sectors 1,2,3)\n\nThis entire sector is "administred" by the Insectoid Alliance, although not colonized. The Insectoid Alliance is a multispecies faction that holds repetition, rituals and traditions as the deepest cornerstones of all civilized interactions. The alliance was formed to defeat an ancient enemy, the Spideraa.\n\nFrom the captains log:\n/.../ I never liked the collective traditions. They often enjoy a special status not because they're good, but because some kind of majority somewhere is doing it, and have been doing it for a long time.\nI'm more of a personal-traditions-only person myself, and right now I'm considering mostly my own very favorite traditions of survival, such as making sure we create more organics than we eat while flying around /.../	(neue Runs können von Sektor 1,2,3 aus gestartet werden)\n\nDieser gesamte Sektor wird von der Insektoiden-Allianz "verwaltet", obwohl er nicht kolonisiert ist. Die Insektoiden-Allianz ist eine Multispezies-Fraktion, die Wiederholungen, Rituale und Traditionen als die tiefsten Eckpfeiler aller zivilisierten Interaktionen betrachtet. Die Allianz wurde gegründet, um einen uralten Feind zu besiegen, die Spinner.\n\nAus dem Logbuch des Kapitäns: \n/.../ Ich mochte die kollektiven Traditionen nie. Sie genießen oft einen besonderen Status, nicht weil sie gut sind, sondern weil es irgendwo eine Mehrheit tut, und das schon seit langer Zeit.\nIch selbst bin eher ein Mensch, der nur persönliche Traditionen pflegt, und im Moment denke ich vor allem an meine eigenen, sehr beliebten Überlebenstraditionen, wie zum Beispiel dafür zu sorgen, dass wir beim Herumfliegen mehr Organik erzeugen, als wir essen /.../	350		1815720576:Level 4, insects.prefab; 1963731161:dlc2/Level 4b, insects.prefab

Level 5, slavers.prefab
displayName	Mining sector	Bergbau-Sektor	25		1815720575:Level 5, slavers.prefab
description	(new runs can be only started from sectors 1,2,3)\n\nThis used to be an Earth Alliance remote mining sector, but seems to be abandoned now...\n\nFrom the captains log:\n/.../ I didn't think they'd reach this deep into our territory. The fact that Earth forces have pulled back from this sector means we are indeed losing the war. We need to seriously start thinking about further upgrades and aqcuiring <color=red>nukes</color> either by crafting or/.../	(neue Runs können nur von den Sektoren 1,2,3 aus gestartet werden)\n\nDieser Sektor war früher ein abgelegener Bergbausektor der Erd-Allianz, scheint aber jetzt verlassen zu sein...\n\nAus dem Logbuch des Kapitäns: \n/.../ Ich hätte nicht gedacht, dass sie so tief in unser Gebiet vordringen würden. Die Tatsache, dass sich die Erdstreitkräfte aus diesem Sektor zurückgezogen haben, bedeutet, dass wir den Krieg tatsächlich verlieren. Wir müssen ernsthaft anfangen, über weitere Aufrüstungen und die Beschaffung von <color=red>Bomben</color> nachzudenken, entweder durch Crafting oder /.../	350		1815720575:Level 5, slavers.prefab; 669451033:dlc2/Level 5b, slavers.prefab

Level 6, squids, slavers, pirates.prefab
displayName	Fresh Squid territory	Tintenfischgebiet	25		1815720574:Level 6, squids, slavers, pirates.prefab
description	(new runs can be only started from sectors 1,2,3)\n\nThis sector used to also be part of Earth Alliance territory, but has been now claimed by the Squid Dominion.\n\nFrom the captains log:\n/.../ So we have officially arrived to the warzone, but I still can't find any Earth Alliance ships here. However, I have hope as long as we are free.\nI cannot tell how bad is the situation for Earth, but I am preparing for this as best as I can. I will also study the Squid weapon doctrines, and make my own conclusions about them /.../	(neue Runs können nur von den Sektoren 1,2,3 aus gestartet werden)\n\nDieser Sektor gehörte früher auch zum Territorium der Erd-Allianz, wurde jetzt aber von der Tintenfisch-Herrschaft beansprucht.\n\nAus dem Logbuch des Kapitäns: \n/.../ Wir sind also offiziell in der Warzone angekommen, aber ich kann hier immer noch keine Schiffe der Erd-Allianz finden. Ich habe jedoch Hoffnung, solange wir frei sind.\nIch kann nicht sagen, wie schlimm die Situation für die Erde ist, aber ich bereite mich darauf vor, so gut ich kann. Ich werde auch die Waffendoktrinen der Tintenfische studieren und meine eigenen Schlüsse daraus ziehen /.../	350		1815720574:Level 6, squids, slavers, pirates.prefab; 1065510511:dlc2/Level 6b, squids, slavers, pirates.prefab

Level 7, shopping.prefab
displayName	The Shopping District	Geschäftsviertel	25		1815720573:Level 7, shopping.prefab
description	(new runs can be only started from sectors 1,2,3)\n\nAn outer, particularly empty sector within Earth Alliance borders. Trading stations have been transported here to provide us any equipment we might want, and they might have.\n\nFrom the captains log:\n/.../ Apparently dragging some commercial shops into the sector and wiring us a bunch of creds was the only help Earth Alliance could send, not even a single nuke. I guess we'll just have to craft our own arsenal of DIY nukes /.../	(neue Runs können nur von Sektor 1,2,3 aus gestartet werden)\n\nEin äußerer, besonders leerer Sektor innerhalb der Grenzen der Erd-Allianz. Handelsstationen wurden hierher transportiert, um uns mit jeglicher Ausrüstung zu versorgen, die wir brauchen könnten, und das haben sie auch.\n\nAus dem Logbuch des Kapitäns: \n/.../ Anscheinend war es die einzige Hilfe, die die Erd-Allianz schicken konnte, ein paar Handelsläden in den Sektor zu schleppen und uns einen Haufen Kredite zu verdrahten, nicht einmal eine einzige Bombe. Ich schätze, wir müssen einfach unser eigenes Arsenal an Selbstbau-Bomben herstellen /.../	350		1815720573:Level 7, shopping.prefab; 508754655:dlc2/Level 7b, shopping.prefab

Level 8, spideraa darkspace.prefab
displayName	Outward Abyss	Äußerer Abgrund	25		1815720580:Level 8, spideraa darkspace.prefab
description	(new runs can be only started from sectors 1,2,3)\n\nA sector of extreme remoteness, known for a constellation of black holes. The Yu-Ee have observed advanced arachnid ships in the area.\n\nFrom the captains log:\n/.../ I think spiders, and insects in general are very nice. If you know the right rituals, everything at least can go well. But these Spider-aagh here are something different. Their religion demands that their food must be alive and conscious until the meal is over.\nI've instructed the ship to self-destruct in case there is serious danger of capture just to give everyone that extra bit of confidence we need /.../	(neue Runs können nur aus den Sektoren 1,2,3 gestartet werden)\n\nEin Sektor von extremer Abgeschiedenheit, bekannt für eine Konstellation von schwarzen Löchern. Die Yu-Ee haben fortgeschrittene Spinner-Schiffe in diesem Gebiet beobachtet.\n\nAus dem Logbuch des Kapitäns: \n/.../ Ich finde Spinnen und Insekten im Allgemeinen sehr nett. Wenn man die richtigen Rituale kennt, kann zumindest alles gut gehen. Aber diese Spider-aagh hier sind etwas anderes. Ihre Religion verlangt, dass ihre Nahrung lebendig und bei Bewusstsein sein muss, bis die Mahlzeit vorbei ist.\nIch habe das Schiff angewiesen, sich selbst zu zerstören, für den Fall, dass ernsthafte Gefahr besteht, gefangen genommen zu werden, nur um allen das nötige Extra an Vertrauen zu geben /.../	350		1815720580:Level 8, spideraa darkspace.prefab

Level 9, marble, squid, shokar.prefab
displayName	The Hideout Hunt	Die Versteckjagd	25		1815720579:Level 9, marble, squid, shokar.prefab
description	(new runs can be only started from sectors 1,2,3)\n\nA remote, unexplored sector. Squid Emperor retreated to this area during the Spideraa attack.\n\nFrom the captains log:\n/.../ I really can't hate anyone who is insane by our standards, and needs firm, supportive rehabilitation and help instead of a position that allows them to run an intergalactic empire.\nAnd because giving a helping hand is impossible at the moment, I will personally take care of him and come out alive, together with my crew and pets, and news of his death /.../	(neue Runs können nur von Sektor 1,2,3 aus gestartet werden)\n\nEin abgelegener, unerforschter Sektor. Der Tintenfisch-Imperator hat sich während des Spinner-Angriffs in dieses Gebiet zurückgezogen.\n\nAus dem Logbuch des Kapitäns: \n/.../ Ich kann wirklich niemanden hassen, der nach unseren Maßstäben wahnsinnig ist und eine feste, unterstützende Rehabilitation und Hilfe braucht, anstatt eine Position einzunehmen, die es ihm erlaubt, ein intergalaktisches Imperium zu leiten.\nUnd weil es im Moment unmöglich ist, eine helfende Hand zu geben, werde ich mich persönlich um ihn kümmern und ihn zusammen mit meiner Besatzung und meinen Haustieren lebendig herausholen, und die Nachricht von seinem Tod /.../	350		1815720579:Level 9, marble, squid, shokar.prefab; 1703003314:dlc2/Level 9b, marble, squid, shokar.prefab

Main FSM.prefab
title	Mission status unknown	Missionsstatus unbekannt.	35		1805062404:Main FSM.prefab; 958705350:Main FSM.prefab; 1038909517:Main FSM.prefab
text	\nOur last crewmembers and the captain have been lost in action. Our ship AI will try to escape any perils and train pets as crew... but there's no telling how far they reach. \nThe seeds that our actions have sown will live on, affecting the future of this universe for ever, beyond space and time.	\nUnsere letzten Besatzungsmitglieder und der Kapitän sind im Einsatz verloren gegangen. Unsere Schiffs-KI wird versuchen, allen Gefahren zu entkommen und Haustiere als Besatzung auszubilden... aber es ist nicht abzusehen, wie weit sie reichen. \nDie Saat, die unsere Aktionen gesät haben, wird weiterleben und die Zukunft dieses Universums für immer beeinflussen, jenseits von Raum und Zeit.	600		1805062404:Main FSM.prefab
text	\nOur last crewmembers and captain have been lost in action. Our ship AI will try to escape any perils and press on, reprogramming drones to operate the ship... but there's no telling how far they reach. The seeds that our actions have sown will live on, affecting the future of this universe for ever.	\nUnsere letzten Besatzungsmitglieder und der Kapitän sind im Kampf verloren gegangen. Unsere Schiffs-KI wird versuchen, allen Gefahren zu entgehen und weiterzumachen, indem sie Drohnen umprogrammiert, um das Schiff zu steuern ... aber man weiß nicht, wie weit sie reichen. Die Saat, die wir gesät haben, wird weiterleben und die Zukunft dieses Universums für immer beeinflussen.	600		1038909517:Main FSM.prefab
text	\nOur last crewmembers and the captain have been lost in action. Our ship AI will try to escape any perils and retrain pets as crew... but there's no telling how far they reach. \nThe seeds that our actions have sown will live on, affecting the future of this universe for ever.	\nUnsere letzten Besatzungsmitglieder und der Kapitän sind im Kampf verloren gegangen. Unsere Schiffs-KI wird versuchen, allen Gefahren zu entkommen und Haustiere zur Besatzung umzuschulen... aber es ist nicht abzusehen, wie weit sie kommen. \nDie Saat, die unsere Aktionen gesät haben, wird weiterleben und die Zukunft dieses Universums für immer beeinflussen.	600		958705350:Main FSM.prefab
title	Mission fail, no one remains	Mission gescheitert, niemand bleibt zurück	35		1940858248:Main FSM.prefab
text	Our entire crew has been lost in action. The causality fluctuations created by them live on, affecting other fluctuations. Our ship AI will try to escape any perils and press on... but there's no telling how far they reach.	Unsere gesamte Besatzung ist im Einsatz verloren gegangen. Die von ihnen erzeugten Kausalitätsfluktuationen leben weiter und beeinflussen andere Fluktuationen. Unsere Schiffs-KI wird versuchen, allen Gefahren zu entkommen und weiterzumachen... aber es ist nicht abzusehen, wie weit sie reichen.	600		1940858248:Main FSM.prefab
title	Last crewmember retired	Letztes Besatzungsmitglied ausgeschieden	35		498060056:Main FSM.prefab
text	You have retired your last crewmember, and there is nobody left to operate the ship and make decisions that our AI cannot make. The ship AI will try to recruit new adventurers and press on... but there's no telling how far they reach. You will catch a ride on the next ship to nearest inhabited advanced planet, but that is another story for another time.	Sie haben Ihr letztes Besatzungsmitglied in den Ruhestand versetzt, und es ist niemand mehr da, der das Schiff bedienen und Entscheidungen treffen kann, die unsere KI nicht treffen kann. Die Schiffs-KI wird versuchen, neue Abenteurer zu rekrutieren und weiterzumachen... aber man weiß nicht, wie weit sie kommen. Sie werden mit dem nächsten Schiff zum nächsten bewohnten, fortgeschrittenen Planeten fliegen, aber das ist eine andere Geschichte für ein anderes Mal.	600		498060056:Main FSM.prefab

Bridge slot.prefab
displayName	Bridge slot	Brückensteckplatz	35		1212275043:Bridge slot.prefab
description	Accepts only bridge modules, cannot be upgraded.	Nimmt nur Brückenmodule auf, kann nicht aufgerüstet werden.	250		1212275043:Bridge slot.prefab
	REPLACE	ERSETZEN	10		741005590:Bridge slot.prefab; 42479042:Undeveloped Battle Tiger nuke launcher slot.prefab; 56738353:undeveloped nuke launcher slot for weirdship.prefab; 87777149:Nuke launcher slot for 06 atlas.prefab; 399052856:dlc2/undeveloped nuke launcher slot for warpshell.prefab; 427401425:Container slot.prefab; 544121390:Engine slot.prefab; 551541354:Storage slot.prefab; 640613106:Undeveloped internal slot.prefab; 681143438:Undeveloped Bluestar nuke launcher slot.prefab; 747878038:Nuke launcher slot for 03 weirdship.prefab; 776226021:Nuke launcher slot for 01 Tigerfish.prefab; 896663481:Weapon core slot.prefab; 928932132:Undeveloped gardenship nuke launcher slot.prefab; 955700446:Nuke launcher slot for 05 gardenship.prefab; 1125710550:Nuke launcher slot for 02 Nuke Runner.prefab; 1162707286:Nuke launcher slot for 08 endurance.prefab; 1283270176:Nuke launcher slot for 07 bluestar.prefab; 1296425620:Hybrid slot.prefab; 1380741249:Internal core slot.prefab; 1539911660:Weapon slot.prefab; 1563406253:Nuke launcher slot.prefab; 1866601361:Nuke launcher slot for 04 Rogue Rat.prefab; 1867899557:Nuke launcher slot for 09 warpshell.prefab; 2112740995:Internal slot.prefab; 2128262062:Warp slot.prefab
	UPGRADE\nSLOT	AUF- \nRÜSTEN	10		677396506:Bridge slot.prefab; 134549999:Nuke launcher slot.prefab; 184951556:Undeveloped internal slot.prefab; 214732098:Internal slot.prefab; 280638611:Undeveloped Battle Tiger nuke launcher slot.prefab; 446136145:Hybrid slot.prefab; 554330069:Nuke launcher slot for 08 endurance.prefab; 555106521:Internal core slot.prefab; 592380007:Container slot.prefab; 669420992:Storage slot.prefab; 750000255:Undeveloped gardenship nuke launcher slot.prefab; 785896364:Nuke launcher slot for 06 atlas.prefab; 791328139:Nuke launcher slot for 02 Nuke Runner.prefab; 925332444:Engine slot.prefab; 1052507320:Nuke launcher slot for 07 bluestar.prefab; 1164314063:Nuke launcher slot for 04 Rogue Rat.prefab; 1252676212:Undeveloped Bluestar nuke launcher slot.prefab; 1295475456:Weapon slot.prefab; 1379413161:Nuke launcher slot for 09 warpshell.prefab; 1526504513:Nuke launcher slot for 03 weirdship.prefab; 1663771363:Nuke launcher slot for 05 gardenship.prefab; 1691972246:Weapon core slot.prefab; 1719361504:Warp slot.prefab; 1909694888:Nuke launcher slot for 01 Tigerfish.prefab; 1965272229:dlc2/undeveloped nuke launcher slot for warpshell.prefab; 2087651403:undeveloped nuke launcher slot for weirdship.prefab

Container slot.prefab
displayName	Container module slot	Behälter-Modulsteckplatz	35		43861595:Container slot.prefab
description	Accepts only container modules, cannot be upgraded.	Nimmt nur Behälter-Module auf, kann nicht aufgerüstet werden.	250		43861595:Container slot.prefab

Engine slot.prefab
displayName	Engine slot	Motor-Steckplatz	35		1369182328:Engine slot.prefab
description	Accepts only engine modules, cannot be upgraded.	Nimmt nur Motor-Module auf, kann nicht aufgerüstet werden.	250		1369182328:Engine slot.prefab

Hybrid slot.prefab
displayName	Hybrid module slot	Hybrid-Modulsteckplatz	35		1229851820:Hybrid slot.prefab
description	Accepts Point-Defences and internal modules, can be upgraded.	Nimmt Punktabwehr und interne Module auf, kann aufgerüstet werden.	250		1229851820:Hybrid slot.prefab
upgrades[i].text	Upgrade to weapon slot	Aufrüstung auf Waffensteckplatz	35		1229851820:Hybrid slot.prefab

Internal core slot.prefab
displayName	Internal core module slot	Interner Kernmodulsteckplatz	35		1582226742:Internal core slot.prefab
description	Gives the ship +1 max HP	Verleiht dem Schiff +1 maximale HP	250		1582226742:Internal core slot.prefab
upgrades[i].text	Upgrade to hybrid slot	Aufrüstung auf Hybrid-Steckplatz	35		1582226742:Internal core slot.prefab
upgrades[i].text	Downgrade to internal slot	Herabstufung auf internen Steckplatz	35		1582226742:Internal core slot.prefab

Internal slot.prefab
displayName	Internal module slot	Interner Modulsteckplatz	35		905884163:Internal slot.prefab
description	Accepts normal internal modules that do not require a special slot.	Nimmt normale interne Module auf, die keinen speziellen Steckplatz benötigen.	250		905884163:Internal slot.prefab

Nuke launcher slot for 01 Tigerfish.prefab
displayName	Capital missile launch tube	Abschussrohr für Bomben	35		805858018:Nuke launcher slot for 01 Tigerfish.prefab; 492576463:Nuke launcher slot for 09 warpshell.prefab; 566477054:Nuke launcher slot for 03 weirdship.prefab; 817468931:Nuke launcher slot.prefab; 872202749:Nuke launcher slot for 06 atlas.prefab; 1354376818:Nuke launcher slot for 05 gardenship.prefab; 1929108273:Nuke launcher slot for 07 bluestar.prefab; 2009558963:Nuke launcher slot for 02 Nuke Runner.prefab; 2111684389:Nuke launcher slot for 04 Rogue Rat.prefab; 2143122961:Nuke launcher slot for 08 endurance.prefab
description	Accepts only capital missiles	Akzeptiert nur Bomben	250		805858018:Nuke launcher slot for 01 Tigerfish.prefab; 492576463:Nuke launcher slot for 09 warpshell.prefab; 566477054:Nuke launcher slot for 03 weirdship.prefab; 817468931:Nuke launcher slot.prefab; 872202749:Nuke launcher slot for 06 atlas.prefab; 1354376818:Nuke launcher slot for 05 gardenship.prefab; 1929108273:Nuke launcher slot for 07 bluestar.prefab; 2009558963:Nuke launcher slot for 02 Nuke Runner.prefab; 2111684389:Nuke launcher slot for 04 Rogue Rat.prefab; 2143122961:Nuke launcher slot for 08 endurance.prefab

Nuke launcher slot for 02 Nuke Runner.prefab

Nuke launcher slot for 03 weirdship.prefab

Nuke launcher slot for 04 Rogue Rat.prefab

Nuke launcher slot for 05 gardenship.prefab

Nuke launcher slot for 06 atlas.prefab

Nuke launcher slot for 07 bluestar.prefab

Nuke launcher slot for 08 endurance.prefab

Nuke launcher slot for 09 warpshell.prefab

Nuke launcher slot.prefab

Storage slot.prefab
displayName	Storage container slot	Steckplatz für Lagerbehälter	35		225222637:Storage slot.prefab
description	A place for storing disassembled modules	Ein Platz für die Aufbewahrung zerlegter Module	250		225222637:Storage slot.prefab

Undeveloped Battle Tiger nuke launcher slot.prefab
displayName	Undeveloped missile launch tube	Unausgebauter Bomben-Steckplatz	35		370452004:Undeveloped Battle Tiger nuke launcher slot.prefab; 1111859389:Undeveloped gardenship nuke launcher slot.prefab; 1718683524:Undeveloped Bluestar nuke launcher slot.prefab; 2038951581:dlc2/undeveloped nuke launcher slot for warpshell.prefab; 2084138964:undeveloped nuke launcher slot for weirdship.prefab
